股票简称,股票代码,占流通A股比例,救市买入（万股）,最新市值（亿元）,成本（亿元）,浮盈（亿元）
中国平安,601318,9.52,103038.41,345.08,633.97,-288.9
中国银行,601988,94.33,1034521.09,401.39,524.93,-123.53
工商银行,601398,48.46,694671.12,317.46,369.74,-52.28
中信证券,600030,5.71,56100.68,89.03,135.95,-46.92
中国石油,601857,0.75,121647.36,106.44,152.89,-46.45
中国中车,601766,4.89,112043.96,155.29,194.8,-39.51
中国石化,600028,2.17,207124.25,104.18,142.47,-38.29
建设银行,601939,33.41,300879.99,164.88,202.46,-37.58
交通银行,601328,5.66,222045.7,141,177.33,-36.33
中国人寿,601628,3.18,66237.96,175.46,210.36,-34.9
农业银行,601288,46.08,548239.7,172.15,206.91,-34.77
中国神华,601088,4.09,67356.98,101.64,131.35,-29.71
中信银行,601998,3.74,119159.82,76.26,105.83,-29.56
中恒集团,600252,4.72,15478.6,9.69,38.66,-28.97
潍柴动力,000338,8.3,17380.69,15.63,42.72,-27.09
光大银行,601818,30.84,202540.07,83.24,106.25,-23.01
西南证券,600369,4.97,23118.85,19.65,42.51,-22.86
格力电器,000651,4.42,26435.65,45.87,66.88,-21.02
上汽集团,600104,3.9,43042.12,76.49,96.85,-20.36
青岛海尔,600690,4.58,25262.6,25.06,45.27,-20.2
中国建筑,601668,4.42,132273.4,82.41,102.3,-20.16
安信信托,600816,6.15,6983.4,12.49,32.48,-19.99
申万宏源,000166,13.68,44522.63,43.28,62.89,-19.62
中国重工,601989,4.57,82028.95,90.72,107.35,-16.62
海通证券,600837,4.25,34390.31,51.04,67.55,-16.52
京东方A,000725,5.56,129938.42,38.72,53.39,-14.67
长城汽车,601633,2.9,5828.26,6.81,21.21,-14.4
北京银行,601169,4.72,59799.08,52.44,66.84,-14.4
中国太保,601601,6.07,38169.61,94.13,108.05,-13.93
广发证券,000776,5.51,32602.24,51.06,64.8,-13.75
民生银行,600016,3.69,109091.36,93.82,107.53,-13.71
大秦铁路,601006,4.36,64867.28,59.22,72.92,-13.69
平安银行,000001,5.15,60801.03,69.07,82.63,-13.56
中国中铁,601390,5.24,89522.38,110.2,123.16,-12.96
阳光城,000671,3.95,10339.55,7.02,19.44,-12.42
南方航空,600029,5.1,35805.74,30.29,42.68,-12.39
华夏银行,600015,5.89,45859.78,48.43,60.74,-12.31
华泰证券,601688,5.73,31239.26,55.23,67.32,-12.09
包钢股份,600010,8.54,134530.04,53,65.09,-12.08
招商证券,600999,5.23,25091.83,47.93,59.57,-11.65
美的集团,000333,8.04,17986.26,50.38,61.89,-11.51
贵州茅台,600519,3.85,4835.04,103.4,114.68,-11.28
方正证券,601901,6.12,38487.29,28.37,39.55,-11.18
兴业银行,601166,5.34,86473.73,132.05,143.07,-11.03
宝钢股份,600019,3.74,61466.34,34.85,45.87,-11.02
中国铁建,601186,5.34,54755.09,83.72,94.43,-10.71
上海电气,601727,4.62,45522.82,51.12,61.57,-10.45
东方航空,600115,5.79,45066.76,36.91,47.21,-10.3
中煤能源,601898,4.78,43759.64,27.57,37.82,-10.25
国电电力,600795,4.5,80151.97,32.94,42.89,-9.94
徐工机械,000425,1.75,12335.96,5.5,15.35,-9.85
鼎立股份,600614,5.12,4581.35,4.35,14.12,-9.77
中国国航,601111,3.43,28531.68,25.51,34.85,-9.34
新华保险,601336,52.7,12152.54,51.65,60.86,-9.21
东方证券,600958,19.39,19389.83,40.23,49.43,-9.19
中国铝业,601600,6.08,58292.04,29.96,39.04,-9.08
京运通,601908,11.97,6840.03,5.44,14.05,-8.61
中国电建,601669,15.86,52348.36,44.76,53.19,-8.43
华能国际,600011,4.07,42692.69,39.06,47.39,-8.33
中国交建,601800,4.72,55510.83,80.05,88.34,-8.3
信威集团,600485,3.27,5338.09,11.91,19.67,-7.76
用友网络,600588,4.34,6062.09,18.17,25.77,-7.06
保利地产,600048,4.66,50123.86,43.71,51.12,-7.41
TCL集团,000100,6.36,57197.33,22.82,30.2,-7.37
中信重工,601608,2.48,10196.79,7.81,15.01,-7.2
武钢股份,600005,4.26,43036.69,16.22,23.37,-7.14
上海莱士,002252,0.91,1751.92,7.15,14.1,-6.94
中航飞机,000768,4.41,10930.34,31.89,38.82,-6.93
双良节能,600481,3.85,6246.32,5.73,12.64,-6.91
中海油服,601808,5.83,17255.55,29.2,35.94,-6.75
海南航空,600221,4.29,50711.13,20.28,27.02,-6.73
大唐发电,601991,4.65,46425.8,25.26,31.66,-6.4
中集集团,000039,9.41,11840.85,22.25,28.45,-6.2
海螺水泥,600585,5.72,22870.15,40.62,46.77,-6.16
东方金钰,600086,4.83,1703.33,2.16,8.32,-6.15
海油工程,600583,5.49,22191.63,22.04,27.99,-5.95
光大证券,601788,4.52,15438.25,29.46,35.4,-5.95
长安汽车,000625,5.76,19481.59,29.98,35.84,-5.86
紫金矿业,601899,5.29,83672.42,30.54,36.28,-5.74
吉视传媒,601929,4.15,6459.54,3.92,9.58,-5.65
亨通光电,600487,1.93,2223.63,2.62,8.25,-5.62
陕西煤业,601225,11.69,31697.93,15.15,20.76,-5.61
中兴通讯,000063,5.23,17586.05,31.39,36.74,-5.35
浙能电力,600023,20.28,51800.11,40.09,45.42,-5.32
兆日科技,300333,2.96,978.36,2.53,7.59,-5.06
上港集团,600018,3.73,84886.63,60.61,65.63,-5.02
国金证券,600109,4.84,13715.88,20.45,25.45,-5
浙江龙盛,600352,4.8,14694.49,15.3,20.26,-4.96
华侨城A,000069,9.44,29353.04,23.98,28.91,-4.93
中联重科,000157,5.53,34625.84,18.11,22.97,-4.86
三安光电,600703,4.27,10107.44,23.59,28.33,-4.74
金宇集团,600201,4.24,1197.68,3.78,8.45,-4.67
华电国际,600027,6.02,35747.1,25.13,29.8,-4.66
太平洋,601099,5.17,17085.97,13.21,17.78,-4.57
广汇能源,600256,4.37,22814.58,15.61,20.11,-4.5
长江证券,000783,4.75,22534.3,23.62,27.86,-4.24
国海证券,000750,5.49,12686.95,13.78,18.01,-4.23
中国联通,600050,4.35,92226.89,60.96,65.14,-4.17
首开股份,600376,3.68,8241.79,9.77,13.91,-4.15
小商品城,600415,4.21,22912.43,23.78,27.92,-4.14
鞍钢股份,000898,4.7,28889.88,13.69,17.82,-4.12
中国国旅,601888,3.74,3649.32,18.84,22.96,-4.12
伊利股份,600887,3.09,18579.7,29.6,33.66,-4.06
兴业证券,601377,2.99,15548.26,14.09,18.14,-4.06
春秋航空,601021,7.79,799.07,4.81,8.82,-4.01
特变电工,600089,5.03,15966.35,18.92,22.86,-3.94
航天信息,600271,4.56,2306.98,23.52,27.46,-3.94
中国西电,601179,4.76,20709.73,13.94,17.85,-3.92
招商银行,600036,3.52,72587.87,130.15,133.87,-3.72
康美药业,600518,4.77,20986.59,34.94,38.64,-3.7
三一重工,600031,4.09,31084.37,20.86,24.53,-3.68
西部证券,002673,2.11,4855.4,10.38,14.04,-3.66
美邦服饰,002269,4.85,12194.4,8.1,11.64,-3.54
恒生电子,600570,4.75,2934.97,18.99,22.48,-3.49
江西铜业,600362,6.52,13538.2,19.03,22.5,-3.46
振芯科技,300101,3.02,1327.88,3.85,7.29,-3.44
永泰能源,600157,7.97,36667.4,18.08,21.51,-3.44
上海石化,600688,13.35,39057.75,28.71,32.11,-3.41
葛洲坝,600068,5.03,20847.08,16.2,19.59,-3.39
天士力,600535,4.09,4223.8,15.51,18.83,-3.32
国元证券,000728,4.8,9434.97,20.87,24.15,-3.28
广深铁路,601333,5.27,29778.6,14.14,17.27,-3.12
东方明珠,600832,7.38,11668.31,40.5,43.62,-3.12
国信证券,002736,4.12,4947.71,8.15,11.26,-3.11
人福医药,600079,6.63,6835.08,13.51,16.57,-3.06
万科A,000002,3.4,33036.12,45.16,48.22,-3.06
太钢不锈,000825,4.42,25155.56,10.59,13.56,-2.97
中国化学,601117,4.16,20543.11,14.32,17.28,-2.97
云南白药,000538,4.15,4327,29.14,32.1,-2.96
泛海控股,000046,4.14,18791.81,20.93,23.89,-2.95
振华重工,600320,4.74,13127.07,8.34,11.28,-2.95
四川长虹,600839,3.8,17526.21,11.67,14.61,-2.94
粤电力A,000539,5.71,14574.9,10.77,13.69,-2.92
青岛啤酒,600600,7.31,5091.35,17.25,20.17,-2.91
北方导航,600435,3.47,287.13,8.34,11.17,-2.83
海信电器,600060,4.72,6179,9.71,12.53,-2.82
中金岭南,000060,4.64,9561.01,10.96,13.76,-2.8
兖州煤业,600188,4.09,12125.1,11.16,13.93,-2.77
上海电力,600021,3.23,6925.79,10.84,13.61,-2.77
康恩贝,600572,5.09,6064.46,7.79,10.55,-2.77
攀钢钒钛,000629,5.41,25777.06,7.81,10.57,-2.76
华域汽车,600741,4.19,10824.89,16.75,19.5,-2.75
东北证券,000686,5.3,9267.69,12.97,15.68,-2.71
迅游科技,300467,4.25,170.16,0.93,3.57,-2.64
中国一重,601106,3.61,23631.28,22.78,25.38,-2.6
中船防务,600685,9.64,4226.41,17,19.55,-2.55
华夏幸福,600340,4.95,10457.66,26.14,28.69,-2.55
人民网,603000,3.63,4013.85,8.79,11.3,-2.51
中国船舶,600150,4.57,6292.09,24.25,26.72,-2.47
雅戈尔,600177,3.73,8307.16,11.92,14.36,-2.44
东吴证券,601555,3.12,8073.27,12.05,14.49,-2.44
益佰制药,600594,2.81,2201.18,4.46,6.85,-2.39
马钢股份,600808,3.86,23025.15,7.84,10.2,-2.37
内蒙华电,600863,3.72,21615.73,10.4,12.75,-2.36
洛阳钼业,603993,7.53,18972.54,25.67,27.99,-2.32
湖北能源,000883,3.87,20715.92,12.91,15.22,-2.31
万华化学,600309,3.98,8598.94,15.92,18.21,-2.29
中粮地产,000031,5.21,9452.41,13.7,15.98,-2.28
中航资本,600705,3.74,13964.73,23.42,25.66,-2.25
建投能源,000600,6.01,6559.26,6.53,8.78,-2.24
中航电子,600372,3.54,6222.39,16.35,18.55,-2.2
双汇发展,000895,7.17,13028.41,24.58,26.76,-2.18
博瑞传播,600880,6.36,4663.89,3.5,5.67,-2.17
金隅股份,601992,5.67,17634.5,15.1,17.23,-2.14
美都能源,600175,5.55,8029.76,4.53,6.66,-2.13
北方稀土,600111,7.58,16832.31,24.61,26.73,-2.13
四方股份,601126,2.99,1215.86,1.88,3.97,-2.09
宁波银行,002142,1.56,5370.72,6.98,9.07,-2.09
和邦生物,603077,0.42,1161.82,0.7,2.78,-2.08
洲际油气,600759,4.28,6768.07,5.31,7.36,-2.05
南山铝业,600219,4.08,11561.95,7.61,9.62,-2.02
威孚高科,000581,5.18,4331.76,9.88,11.84,-1.97
中铁二局,600528,4.53,6608.96,7.9,9.85,-1.95
君正集团,601216,3.54,13037.87,15.55,17.47,-1.92
金螳螂,002081,1.19,1989.57,3.04,4.95,-1.91
长信科技,300088,1.42,1383.48,1.39,3.3,-1.9
东方电气,600875,4.63,9252.13,13.49,15.38,-1.89
腾邦国际,300178,2.37,1230.39,2.07,3.96,-1.89
中粮屯河,600737,5.87,7763.67,12.93,14.8,-1.88
长电科技,600584,4.79,4085.93,6.06,7.93,-1.88
海虹控股,000503,2.58,2319.53,8.13,10,-1.87
大唐电信,600198,4.52,2411.5,4.89,6.74,-1.85
东阳光科,600673,3.3,8110.87,5.43,7.25,-1.82
银泰资源,000975,7.06,3951.81,4.57,6.39,-1.81
飞乐音响,600651,5.36,3967.36,5.1,6.91,-1.81
上海建工,600170,4.6,21548.5,17.61,19.41,-1.81
亚邦股份,603188,5.17,1960.84,4.07,5.87,-1.8
江特电机,002176,1.44,1661.22,1.92,3.71,-1.79
中国卫星,600118,3.62,4280.79,21.18,22.95,-1.78
同仁堂,600085,3.89,5331.93,13.64,15.42,-1.77
中直股份,600038,5.39,2117.55,10.55,12.32,-1.77
西山煤电,000983,4.36,13739.55,7.93,9.69,-1.77
航天机电,600151,2.99,3738.07,3.43,5.19,-1.76
机器人,300024,2.46,1558.79,12.04,13.78,-1.74
金地集团,600383,2.89,13002.46,14.82,16.55,-1.73
京能电力,600578,8.01,18064.03,10.46,12.19,-1.73
金钼股份,601958,3.78,12211.7,9.71,11.43,-1.72
亚泰集团,600881,4.1,7773.91,5.7,7.42,-1.72
金科股份,000656,4.42,13175.39,6.8,8.52,-1.72
申能股份,600642,4.11,18724.53,14.55,16.26,-1.71
金融街,000402,4.76,14228.17,13.45,15.14,-1.7
三友化工,600409,4.3,7954.4,5.89,7.58,-1.69
光明乳业,600597,4.25,5198.74,8.8,10.48,-1.69
梅花生物,600873,2.88,8954.89,6.42,8.09,-1.67
潞安环能,601699,4.05,12119.14,7.5,9.15,-1.65
天津港,600717,4.24,7096.5,7.81,9.41,-1.6
长盈精密,300115,5.02,2576.43,8.5,10.1,-1.59
富奥股份,000030,8.26,4631.75,4.19,5.74,-1.55
冀东水泥,000401,3.99,5372.07,4.93,6.48,-1.55
隆平高科,000998,4.53,3765.68,7.6,9.14,-1.54
欧菲光,002456,1.79,1469.93,3.28,4.81,-1.53
重庆钢铁,601005,6.98,13263.77,4.3,5.82,-1.52
锡业股份,000960,3.28,3781.95,4.3,5.81,-1.52
盐田港,000088,3.21,6229.68,5.1,6.61,-1.5
川投能源,600674,4.07,17898.5,19.06,20.56,-1.5
平潭发展,000592,3.02,2533.82,5.19,6.67,-1.48
金鸿能源,000669,7.31,1633.13,3.44,4.9,-1.47
金发科技,600143,3.31,8484.86,6.83,8.29,-1.46
华盛天成,600410,3.01,1918.84,4.42,5.87,-1.45
南京银行,601009,4.86,14415.22,24.39,25.82,-1.43
同方股份,600100,5.1,10556.02,17.99,19.41,-1.42
东方通信,600776,5.32,5079.76,5.03,6.42,-1.39
际华集团,601718,3.55,13699.17,19.34,20.73,-1.39
营口港,600317,7.39,24323.35,12.36,13.74,-1.38
歌华有线,600037,4.48,5236.27,12.55,13.93,-1.38
华数传媒,000156,32.78,3878.42,11.29,12.65,-1.36
唐山港,601000,3.5,7121.5,5.88,7.22,-1.34
中山公用,000685,5.32,5309.38,7.45,8.78,-1.33
贵人鸟,603555,15.99,1821.69,5.63,6.96,-1.33
湘电股份,600416,3.65,2222.88,3.78,5.1,-1.32
盛和资源,600392,2.76,1082.96,1.17,2.48,-1.31
华电重工,601226,18.95,4265.26,5.19,6.5,-1.31
桐昆股份,601233,3.72,3577.83,4.24,5.54,-1.3
复星医药,600196,4.89,9318.01,23.21,24.5,-1.29
软控股份,002073,5.85,3646.22,5.63,6.92,-1.29
神火股份,000933,2.99,5682.66,2.51,3.78,-1.28
中天科技,600522,3.36,2899.05,5.8,7.07,-1.27
海南矿业,601969,26.35,4917.93,7.05,8.31,-1.26
白云山,600332,5.2,5386.63,15.61,16.86,-1.26
盐湖股份,000792,3.98,6231.3,12.21,13.47,-1.26
智慧能源,600869,1.01,1000.85,0.93,2.18,-1.26
国机汽车,600335,2.57,1477.36,2.54,3.79,-1.25
新湖中宝,600208,4.74,30146.01,16.59,17.84,-1.25
华新水泥,600801,5.75,5586.77,4.45,5.86,-1.23
乐视网,300104,2.56,2799.33,13.39,14.62,-1.23
九州通,600998,3.44,4924.82,9.71,10.93,-1.22
贵州百灵,002424,1.3,293.39,0.75,1.95,-1.2
中体产业,600158,6.06,3984.92,8.57,9.76,-1.19
海南橡胶,601118,3.48,13693.33,10.11,11.29,-1.19
金城医药,300233,1.45,327.84,1.05,2.22,-1.17
顺发恒业,000631,3.79,5548.51,3.88,5.05,-1.17
金风科技,002202,2.14,4605.97,7.23,8.39,-1.17
国药股份,600511,6.31,1753.32,5.9,7.06,-1.16
南玻A,000012,3.06,3981.13,3.91,5.06,-1.15
恒康医疗,002219,0.73,439.94,0.66,1.8,-1.14
新华医疗,600587,5.19,1886.22,6.17,7.31,-1.14
露笑科技,002617,1.94,596.68,1.07,2.21,-1.14
浙江东方,600120,3.42,1726.38,3.43,4.57,-1.14
综艺股份,600770,3.52,3887.15,4.78,5.92,-1.14
大商股份,600694,4.69,1376.93,4.91,6.05,-1.14
华北制药,600812,5.45,5608.98,4.04,5.18,-1.14
许继电气,000400,7.02,5176.42,9.96,11.1,-1.13
吉林敖东,000623,5.09,4017.61,11.04,12.17,-1.13
上海家化,600315,3,2010.56,6.93,8.06,-1.13
滨江集团,002244,2.18,5005.56,3.69,4.82,-1.13
冀中能源,000937,3.69,10586.91,5.42,6.55,-1.13
厦门钨业,600549,5.19,4601.74,8.29,9.41,-1.12
莱茵生物,002166,6.38,649.72,0.64,1.75,-1.12
大有能源,600403,2.44,5833.44,3.22,4.29,-1.07
中航动力,600893,6.16,8412.7,41.02,42.09,-1.07
三元股份,600429,5.06,4477.74,3.26,4.32,-1.06
亚厦股份,002375,1.33,1501.62,2.18,3.21,-1.03
宝新能源,000690,3.93,6727.65,6.41,7.43,-1.02
中南建设,000961,1.91,2218.53,2.94,3.95,-1.01
大连控股,600747,4.88,5200.65,2.6,3.6,-1
山煤国际,600546,2.99,5927.6,2.66,3.66,-0.99
上海医药,601607,5.47,10529.12,20.39,21.39,-0.99
方大特钢,600507,3.9,5169.14,3.24,4.22,-0.98
焦作万方,000612,4.9,4697.11,3.02,4,-0.98
张裕A,000869,4.58,2075.87,7.6,8.57,-0.98
众生药业,002317,1.36,646.44,0.83,1.8,-0.97
铁龙物流,600125,4.2,5479.59,5.56,6.53,-0.97
海信科龙,000921,4.99,4496.79,3.81,4.78,-0.97
山西证券,002500,1.63,4061.94,5.27,6.24,-0.97
厦门国贸,600755,4.41,7337.84,5.97,6.94,-0.96
中环股份,002129,0.97,1900.93,2.48,3.44,-0.96
闰土股份,002440,4.5,2585.07,4.65,5.61,-0.96
中信海直,000099,4.24,2569.81,3.85,4.81,-0.96
丽珠集团,000513,5.13,1183.26,6.31,7.27,-0.95
卫宁软件,300253,6.64,2522.35,11.31,12.26,-0.95
山西汾酒,600809,3.92,3397.3,5.92,6.87,-0.95
庞大集团,601258,5.02,26292.94,11.6,12.53,-0.95
歌尔声学,002241,1.29,1578.69,4.04,4.99,-0.95
桂东电力,600310,0.43,353.79,0.33,1.26,-0.94
中储股份,600787,4.56,7669.65,8.97,9.9,-0.93
古井贡酒,000596,4.43,1698.16,5.32,6.25,-0.92
荣盛石化,002493,0.71,1443.22,1.6,2.52,-0.91
鲁西化工,000830,4.15,6082.05,4.06,4.96,-0.91
大北农,002385,2.13,3273.32,3.99,4.89,-0.9
中科三环,000970,2.99,3185.12,4.51,5.41,-0.9
航天发展,000547,2.54,2120.97,4.48,5.37,-0.89
中金黄金,600489,4.11,12089.05,11.65,12.55,-0.89
中航机电,002013,4.23,1612.25,3.61,4.5,-0.88
悦达投资,600805,5.33,4526.5,5.49,6.35,-0.86
时代新材,600458,3.97,2624.29,5.01,5.87,-0.86
沪电股份,002463,3.89,6514.48,3.49,4.35,-0.86
东方集团,600811,3.06,5094.18,4.15,5,-0.86
平煤股份,601666,2.99,7059.98,3.37,4.22,-0.85
五矿稀土,000831,5.21,3878.67,6.79,7.64,-0.85
三聚环保,300072,2.98,1781.04,6.09,6.94,-0.85
骆驼股份,601311,3,2546.62,4.75,5.59,-0.84
四川路桥,600039,2.97,8979.35,4.37,5.21,-0.84
华润三九,000999,4.13,4041.64,10.62,11.46,-0.84
中牧股份,600195,3,1285.16,2.21,3.04,-0.83
片仔癀,600436,2.68,1079.52,6.26,7.09,-0.83
石化机械,000852,3.27,1307.95,2.42,3.24,-0.83
太原重工,600169,2.99,7247.64,4.11,4.94,-0.83
恒逸石化,000703,2.99,3449.26,2.96,3.78,-0.82
环旭电子,601231,3.79,7665.35,10.75,11.56,-0.81
南京高科,600064,4.01,3106.21,5.76,6.57,-0.81
大同煤业,601001,2.99,5004.42,2.8,3.6,-0.81
